"X.1","X","id","text","coder1.Sentiment....1.negative..0.neutral..1.positive.","coder1.Political...0.no..1.yes.","coder1.Ideology....1.liberal..0.neutral..1.conservative.","coder1.Immigration","coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder1.National.Security..Veterans..Military..Foreign.Terrorism.","coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder1.Education","coder1.Health.Care..Obamacare.","coder1.Governance","coder1.No.Policy.Content","coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder1.Asks.you.to.watch.something.share.something.follow.something","coder1.Misc..other.plea.for.action","coder1.Expresses.an.Opinion","coder1.coder","coder2.Sentiment....1.negative..0.neutral..1.positive.","coder2.Political...0.no..1.yes.","coder2.Ideology....1.liberal..0.neutral..1.conservative.","coder2.Immigration","coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder2.National.Security..Veterans..Military..Foreign.Terrorism.","coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder2.Education","coder2.Health.Care..Obamacare.","coder2.Governance","coder2.No.Policy.Content","coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder2.Asks.you.to.watch.something.share.something.follow.something","coder2.Misc..other.plea.for.action","coder2.Expresses.an.Opinion","coder2.coder","src","created_at","coder.y","X1.x","id.x","id.y","hashtag.","at.","link","retweets","favorites","full.URL","source","date"
"NA",486,"NA","RT @NECN: WATCH LIVE: @BernieSanders about to take the stage in N.H. https://t.co/aimzycUGgk https://t.co/30hvM3CQ5U",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"2/4/16 22:41","NA",0,6.95E+017,6.95E+017,0,"@NECN @BernieSanders","https://t.co/aimzycUGgk https://t.co/30hvM3CQ5U",306,0,"http://www.necn.com/news/politics/Clinton-Sanders-NH-Debate-367632051.html https://twitter.com/NECN/status/695376055406702593/photo/1","BernieSanders","2/4/16 22:41"
"NA",487,"NA","RT @necprof: @Lessig2016 @NewEngCollege on Constitution Day! Fascinating presentation! #fitn #nhpolitics http://t.co/NAw2kEaHwN",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","kennedyeamon.csv","9/17/15 17:12","NA",2069,6.45E+017,6.45E+017,"#fitn #nhpolitics","@necprof @Lessig2016 @NewEngCollege","http://t.co/NAw2kEaHwN",4,0,"https://twitter.com/necprof/status/644513680575565824/photo/1","Lessig2016","9/17/15 17:12"
"NA",488,"NA","RT @Newsweek: Time dedicated in this debate to police violence: 15 seconds
Number of candidates to address: 1
http://t.co/utWpCyd1Wi (h/t @",-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"8/7/15 2:42","NA",0,6.29E+017,6.29E+017,0,"@Newsweek @","http://t.co/utWpCyd1Wi","NA","NA","http://www.newsweek.com/2016-republican-presidential-candidates-debate-live-coverage-360598","BernieSanders","8/7/15 2:42"
"NA",489,"NA","RT @NH1News: .@CoachVrabel50 just introduced @JohnKasich in #Bedford  https://t.co/UOqjywtSYk via @SLopezNH1",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","stankennedy.csv","2/5/16 23:21","NA",1817,6.96E+017,6.96E+017,"#Bedford","@NH1News @JohnKasich @SLopezNH1","https://t.co/UOqjywtSYk",16,0,"https://twitter.com/SLopezNH1/status/695748459769552896/photo/1","JohnKasich","2/5/16 23:21"
"NA",490,"NA","RT @nharpermn: .@nytimes says @Lessig2016 is Don Quixote https://t.co/M9mus4U01n but everyone agrees the dragons are real! https://t.co/dR1",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"10/27/15 2:00","NA",0,6.59E+017,6.59E+017,0,"@nharpermn @Lessig2016","https://t.co/M9mus4U01n https://t.co/dR1",12,0,"http://mobile.nytimes.com/2015/10/27/us/politics/lawrence-lessigs-presidential-bid-endures-in-relative-obscurity.html https://t.co/dR1","Lessig2016","10/27/15 2:00"
"NA",491,"NA","RT @nhpr: Watch: Martin O'Malley makes a (literal) elevator pitch for NH Primary votes https://t.co/XJAyd1T60F #FITN https://t.co/Uwv2ux4yQs",1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,"NA","NA",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,"NA","NA","stankennedy.csv","12/22/15 20:19","NA",4139,6.79E+017,6.79E+017,"#FITN","@nhpr","https://t.co/XJAyd1T60F https://t.co/Uwv2ux4yQs","NA","NA","http://nhpr.org/post/video-martin-omalleys-presidential-elevator-pitch https://twitter.com/nhpr/status/679377198097285120/photo/1","MartinOMalley","12/22/15 20:19"
"NA",492,"NA","RT @nielslesniewski: Rick Santorum in NH just highlighted that he's been featured in the ISIS magazine.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"1/23/16 15:40","NA",0,6.91E+017,6.91E+017,0,"@nielslesniewski",0,29,0,0,"RickSantorum","1/23/16 15:40"
"NA",493,"NA","RT @NolanDMcCaskill: .@RandPaul is dominating the #Festivus hashtag with his grievances https://t.co/WLEsCzS3SN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"12/23/15 18:50","NA",0,6.8E+017,6.8E+017,"#Festivus","@NolanDMcCaskill","https://t.co/WLEsCzS3SN",83,0,0,"RandPaul","12/23/15 18:50"
"NA",494,"NA","RT @NVGOP: @AdamLaxalt kicks off his tour to Countdown to Caucus for @tedcruz this morning in Fallon. https://t.co/HYD2sD18oV",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"1/28/16 16:27","NA",0,6.93E+017,6.93E+017,0,"@NVGOP @AdamLaxalt @tedcruz","https://t.co/HYD2sD18oV","NA","NA",0,"tedcruz","1/28/16 16:27"
"NA",495,"NA","RT @nytimes: Lawrence Lessig, excluded from #DemDebate, finds kindred spirit in Donald Trump http://t.co/qnDi5jAkps",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","zoestan.csv","10/14/15 0:44","NA",4802,6.54E+017,6.54E+017,"#DemDebate","@nytimes","http://t.co/qnDi5jAkps","NA","NA","http://www.nytimes.com/politics/first-draft/2015/10/12/lawrence-lessig-excluded-from-debate-finds-kindred-spirit-in-donald-trump/?smid=tw-nytimes&smtyp=cur&_r=0","Lessig2016","10/14/15 0:44"
"NA",496,"NA","RT @OANN: OANN's Neil W. McCabe caught up with Kentucky Senator Rand Paul over the weekend in New Hampshire. The senator... http://t.co/OEm",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"10/12/15 18:37","NA",0,6.54E+017,6.54E+017,0,"@OANN","http://t.co/OEm","NA","NA",0,"RandPaul","10/12/15 18:37"
"NA",497,"NA","RT @OldGloryGirl: @GovernorPataki at the #StopIranRally tonight in Times Square http://t.co/7KZ5CeigKI",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"7/23/15 3:00","NA",0,6.24E+017,6.24E+017,"#StopIranRally","@OldGloryGirl @GovernorPataki","http://t.co/7KZ5CeigKI","NA","NA","https://twitter.com/OldGloryGirl/status/624042828382011392/photo/1","GovernorPataki","7/23/15 3:00"
"NA",498,"NA","RT @omalleyfornh: .@MartinOMalley kicking off our Rebuilding the American Dream Tour in Windham #nhpolitics http://t.co/c62z2H5kNe",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"8/26/15 15:32","NA",0,6.37E+017,6.37E+017,"#nhpolitics","@omalleyfornh","http://t.co/c62z2H5kNe",10,0,"https://twitter.com/omalleyfornh/status/636559542512390144/photo/1","MartinOMalley","8/26/15 15:32"
"NA",499,"NA","RT @omalleyfornh: Also, tomorrow 10AM @MartinOMalley joins @wkxlnhchris to talk #15goals, limited DNC debate schedule &amp;more #nhpolitics htt",1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"8/17/15 21:16","NA",0,6.33E+017,6.33E+017,"#15goals #nhpolitics","@omalleyfornh @MartinOMalley @wkxlnhchris",0,"NA","NA",0,"MartinOMalley","8/17/15 21:16"
"NA",500,"NA","RT @omalleyfornh: Good read: @unionleader: @martinomalley Unveils Blueprint for 'American Dream' Dream'http://t.co/2AMOBm7MqY #nhpolitics",0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","stankennedy.csv","8/14/15 13:54","NA",3211,6.32E+017,6.32E+017,"#nhpolitics","@omalleyfornh @unionleader @martinomalley",0,5,0,0,"MartinOMalley","8/14/15 13:54"
"NA",501,"NA","RT @omalleyfornh: In todays @ConMonitorNews @MartinOMalley writes: Lets relieve college students of the burden of debt http://t.co/BOep0Y",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,"NA","NA",0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,"NA","NA","zoestan.csv","7/25/15 16:25","NA",2185,6.25E+017,6.25E+017,0,"@omalleyfornh @ConMonitorNews @MartinOMalley","http://t.co/BOep0Y","NA","NA","http://t.co/BOep0Y","MartinOMalley","7/25/15 16:25"
"NA",502,"NA","RT @papa_j3r: So excited to finally see @RandPaul this morning! #Liberty http://t.co/4KJ8qqnYLM",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","stankennedy.csv","9/23/15 14:41","NA",3667,6.47E+017,6.47E+017,"#Liberty","@papa_j3r @RandPaul","http://t.co/4KJ8qqnYLM","NA","NA",0,"RandPaul","9/23/15 14:41"
"NA",503,"NA","RT @PatrickSvitek: .@TedCruz to Colorado Republicans: You have had seven elections awarding 21 delegates. ""Of those 21 delegates, together",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"4/9/16 19:24","NA",0,7.19E+017,7.19E+017,0,"@PatrickSvitek",0,366,0,0,"tedcruz","4/9/16 19:24"
"NA",504,"NA","RT @PatrickSvitek: .@TedCruz: ""I am confident that when we win nomination, we will continue to bring the party together.""",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"3/29/16 2:45","NA",0,7.15E+017,7.15E+017,0,"@PatrickSvitek",0,375,0,0,"tedcruz","3/29/16 2:45"
"NA",505,"NA","RT @pjcolbeck: Thank you to awesome MI #CruzCrew volunteers! W/ only 62 hrs notice, we put on great @GlennBeck rally for @tedcruz! https://",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"3/6/16 22:53","NA",0,7.07E+017,7.07E+017,"#CruzCrew","@pjcolbeck @GlennBeck @tedcruz","https://",508,0,0,"tedcruz","3/6/16 22:53"
"NA",506,"NA","RT @politico: WATCH LIVE: @tedcruz speaks in New Hampshire https://t.co/NQNtkEeJyz",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"2/10/16 3:25","NA",0,6.97E+017,6.97E+017,0,"@politico @tedcruz","https://t.co/NQNtkEeJyz","NA","NA",0,"tedcruz","2/10/16 3:25"
"NA",507,"NA","RT @Quora: Presidential candidate @HillaryClinton: How can we stop the spread of the Zika virus? https://t.co/DnIKokn10X https://t.co/q5ZAZ",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"4/29/16 16:51","NA",0,7.26E+017,7.26E+017,0,"@Quora @HillaryClinton","https://t.co/DnIKokn10X https://t.co/q5ZAZ",356,0,0,"HillaryClinton","4/29/16 16:51"
"NA",508,"NA","RT @R_Gumby: Staying up late so I can watch our future president @marcorubio on the Tonight Show!!!",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"1/22/16 4:47","NA",0,6.9E+017,6.9E+017,0,"@R_Gumby @marcorubio",0,41,0,0,"marcorubio","1/22/16 4:47"
"NA",509,"NA","RT @RaymondArroyo: VIDEO: My exclusive w/ @ChrisChristie on terrorism, refugees and his biggest disappointment  https://t.co/NBbuP5b0c2 htt",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NA","NA","zoestan.csv","12/5/15 21:50","NA",2607,6.73E+017,6.73E+017,0,"@RaymondArroyo @ChrisChristie","https://t.co/NBbuP5b0c2",27,0,"https://www.facebook.com/permalink.php?story_fbid=1126517070699460&id=110119339005910","ChrisChristie","12/5/15 21:50"
"NA",510,"NA","RT @rbecker51: .@BernieSanders #DesMoines #Iowa team honored to help @akoabdulsamad at Creative Visions w/ today's Free Sunday Feed http://",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","emilyzoe.csv","8/9/15 21:59","NA",2860,6.3E+017,6.3E+017,"#DesMoines #Iowa","@rbecker51 @akoabdulsamad","http://","NA","NA",0,"BernieSanders","8/9/15 21:59"
"NA",511,"NA","RT @RyBabyFresh: It'll be interesting to see who the media portrays as the winner of tonight's debate. In my opinion, @JimWebbUSA had a gre",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","emilyzoe.csv","10/14/15 3:34","NA",4769,6.54E+017,6.54E+017,0,"@RyBabyFresh @JimWebbUSA",0,18,0,0,"JimWebbUSA","10/14/15 3:34"
"NA",512,"NA","RT @sahilkapur: Kasich strategist @JWGOPs email says he alone can winif you're going by general election polls he has a point. https://t.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"NA","NA","staneamon.csv","4/6/16 17:08","NA",2915,7.18E+017,7.18E+017,0,"@sahilkapur @JWGOPs","https://t",99,0,0,"JohnKasich","4/6/16 17:08"
"NA",513,"NA","RT @SalenaZitoTrib: .@RandPaul ""a vote for Trump is a vote against the Constitution"" #GOPDebate https://t.co/kmLwyR7cCM",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"12/16/15 2:48","NA",0,6.77E+017,6.77E+017,"#GOPDebate","@SalenaZitoTrib","https://t.co/kmLwyR7cCM","NA","NA",0,"RandPaul","12/16/15 2:48"
"NA",514,"NA","RT @seanhannity: .@BobbyJindal: America didnt create religious liberty, religious liberty created the United States of America. #Hannity",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"7/4/15 2:38","NA",0,6.17E+017,6.17E+017,"#Hannity","@seanhannity",0,602,0,0,"BobbyJindal","7/4/15 2:38"
"NA",515,"NA","RT @seanhannity: .@GovChristie: I have confidence in the American people that theyre strong enough to hear the truth. #GOPDebate #Hannity",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"8/7/15 4:52","NA",0,6.3E+017,6.3E+017,"#GOPDebate #Hannity","@seanhannity",0,109,0,0,"ChrisChristie","8/7/15 4:52"
"NA",516,"NA","RT @SethARichardson: Crowd filling up quickly at UNR for @RandPaul. Doors opened 10 minutes ago http://t.co/aA3Hk6YeGP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","emilyzoe.csv","9/17/15 20:00","NA",917,6.45E+017,6.45E+017,0,"@SethARichardson @RandPaul","http://t.co/aA3Hk6YeGP","NA","NA",0,"RandPaul","9/17/15 20:00"
"NA",517,"NA","RT @shonkori: Your tweet inspired me to sign up for #snapchat 
GREAT behind the scenes campaign footage. 

#Bush2016 https://t.co/dtLmsbFfRe",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"2/9/16 3:07","NA",0,6.97E+017,6.97E+017,"#snapchat #Bush2016","@shonkori","https://t.co/dtLmsbFfRe",19,0,"https://twitter.com/jebbush/status/696375616736772097","JebBush","2/9/16 3:07"
"NA",518,"NA","RT @SteveScully: @CSPAN is LIVE now from Exeter, NH - @RandPaul town hall meeting as part of ROAD TO THE WH Coverage.  Tune in !",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"NA","NA","emilyzoe.csv","1/5/16 23:55","NA",3229,6.85E+017,6.85E+017,0,"@SteveScully @CSPAN @RandPaul",0,22,0,0,"RandPaul","1/5/16 23:55"
"NA",519,"NA","RT @SundayFutures: .@CarlyFiorina: ""@tedcruz challenges the system. The system desperately needs to be challenged."" @FoxNews",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"3/13/16 14:24","NA",0,7.09E+017,7.09E+017,0,"@SundayFutures @FoxNews",0,375,0,0,"tedcruz","3/13/16 14:24"
"NA",521,"NA","RT @taylorshere: So excited to have received these very inspiring books written by the man that inspires me the most!! @RealBenCarson https",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"12/25/15 19:45","NA",0,6.8E+017,6.8E+017,0,"@taylorshere @RealBenCarson","https","NA","NA",0,"RealBenCarson","12/25/15 19:45"
"NA",522,"NA","RT @tdawgb74: @tedcruz is it hard to tell who I voted for? Great town hall yesterday in Madison and see you tonight #YoungVoter https://t.c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"4/5/16 18:37","NA",0,7.17E+017,7.17E+017,"#YoungVoter","@tdawgb74 @tedcruz","https://t.c",228,0,0,"tedcruz","4/5/16 18:37"
"NA",523,"NA","RT @Team_Rand: .@RandPaul is winning the #CNBCGOPdebate poll with 45%. Go vote! https://t.co/FP102ybfkg",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"10/28/15 19:44","NA",0,6.59E+017,6.59E+017,"#CNBCGOPdebate","@Team_Rand","https://t.co/FP102ybfkg",91,0,0,"RandPaul","10/28/15 19:44"
"NA",524,"NA","RT @Team_Rand: Dont fall for a fake conservative! Read @RandPaul's full Op-Ed on Donald Trump here: https://t.co/udywLtazVi

Please Retwee",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","kennedyeamon.csv","8/10/15 21:48","NA",3677,6.31E+017,6.31E+017,0,"@Team_Rand @RandPaul's","https://t.co/udywLtazVi","NA","NA",0,"RandPaul","8/10/15 21:48"
"NA",525,"NA","RT @Team_Rand: http://t.co/5SAI0pBdLL",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","kennedyeamon.csv","7/9/15 22:40","NA",3861,6.19E+017,6.19E+017,0,"@Team_Rand","http://t.co/5SAI0pBdLL","NA","NA",0,"RandPaul","7/9/15 22:40"
"NA",526,"NA","RT @TeamJohnKasich: Remember America. 

Polling like this gets you a map like that. #GOPTownHall https://t.co/1SJZ4kJmJl",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","emilyzoe.csv","3/30/16 1:52","NA",2737,7.15E+017,7.15E+017,"#GOPTownHall","@TeamJohnKasich","https://t.co/1SJZ4kJmJl",118,0,"https://twitter.com/TeamJohnKasich/status/714992724676464640/photo/1","JohnKasich","3/30/16 1:52"
"NA",527,"NA","RT @TeamKasichNH: Hard at work for @JohnKasich. #KasichGroundGame #Kasich4Us https://t.co/R4xMh01HYa",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"2/7/16 21:08","NA",0,6.96E+017,6.96E+017,"#KasichGroundGame #Kasich4Us","@TeamKasichNH @JohnKasich","https://t.co/R4xMh01HYa",17,0,"https://twitter.com/KasichR/status/696440059965411329","JohnKasich","2/7/16 21:08"
"NA",528,"NA","RT @TeamMarco: .@marcorubio just joined @megynkelly to discuss the campaign &amp; the first #GOPDebate https://t.co/hxuwHJJDpd #KellyFile",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","emilyzoe.csv","8/6/15 1:46","NA",4267,6.29E+017,6.29E+017,"#GOPDebate #KellyFile","@TeamMarco @megynkelly","https://t.co/hxuwHJJDpd",41,0,"https://www.youtube.com/watch?v=JOzzVjbro48","marcorubio","8/6/15 1:46"
"NA",529,"NA","RT @TeamMarco: .@marcorubio on front pages across Florida this morning! #FLPrimary #FLforMarco https://t.co/diZdPJnogX",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"3/8/16 16:46","NA",0,7.07E+017,7.07E+017,"#FLPrimary #FLforMarco","@TeamMarco","https://t.co/diZdPJnogX",451,0,"https://twitter.com/TeamMarco/status/707221630381064192/photo/1","marcorubio","3/8/16 16:46"
"NA",530,"NA","RT @TeamMarco: Meet Fr. Dan from Virginia - the lucky winner of our Meet @MarcoRubio in Miami Contest. http://t.co/fiXi5om0ba http://t.co/X",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","zoestan.csv","4/21/15 0:11","NA",4112,5.9E+017,5.9E+017,0,"@TeamMarco @MarcoRubio","http://t.co/fiXi5om0ba http://t.co/X","NA","NA","https://marcorubio.com/news/meet-our-miami-contest-winner/?utm_source=Twitter&utm_medium=Link_Tweet&utm_term=contest&utm_content=Meet_Contest_Winner&utm_campaign=Daily_Social_Organic&utm_0id=042015b https://www.linkedin.com/in/coolnalu","marcorubio","4/21/15 0:11"
"NA",531,"NA","RT @TeamMarco: The event venue streaming app is having problems on some browsers. Go here if you are having trouble.

http://t.co/Xa9gRplS13",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","stankennedy.csv","4/13/15 22:12","NA",1934,5.88E+017,5.88E+017,0,"@TeamMarco","http://t.co/Xa9gRplS13","NA","NA","http://thehill.com/video/campaign/238668-watch-live-rubio-announces-run","marcorubio","4/13/15 22:12"
"NA",532,"NA","RT @TeamMarco: Unlike other campaigns that spent $$ getting signatures, ours was done by 100s of volunteers. Thank you! https://t.co/Am0DMU",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","kennedyeamon.csv","1/4/16 19:36","NA",2089,6.84E+017,6.84E+017,0,"@TeamMarco","https://t.co/Am0DMU",95,0,"https://t.co/Am0DMU","marcorubio","1/4/16 19:36"
"NA",533,"NA","RT @TeamMarco: We're excited to add @SenatorRisch to our growing team! Welcome aboard, Jim. https://t.co/gA02B3ft7J",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"11/4/15 21:25","NA",0,6.62E+017,6.62E+017,0,"@TeamMarco @SenatorRisch","https://t.co/gA02B3ft7J","NA","NA","https://twitter.com/TeamMarco/status/662016283131670528/photo/1","marcorubio","11/4/15 21:25"
"NA",534,"NA","RT @TeamTedCruz: Cruz has ""a record of standing for Israel on more fronts &amp; with more force than any other senator in modern history"" https",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA",0,"12/9/15 12:39","NA",0,6.75E+017,6.75E+017,0,"@TeamTedCruz","https","NA","NA",0,"tedcruz","12/9/15 12:39"
"NA",535,"NA","RT @the_real_cass: @RandPaul this is the best one yet! #Festivus  https://t.co/TGpj2RiLvG",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","eamonemily.csv","12/23/15 19:46","NA",2679,6.8E+017,6.8E+017,"#Festivus","@the_real_cass @RandPaul","https://t.co/TGpj2RiLvG","NA","NA",0,"RandPaul","12/23/15 19:46"
"NA",536,"NA","RT @theblaze: Now leading TheBlaze: @tedcruz publicly challenges @nytimes: http://t.co/1DaMc9GL8g http://t.co/Q78vrFPUTC",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"NA","NA","eamonemily.csv","7/10/15 21:53","NA",1584,6.2E+017,6.2E+017,0,"@theblaze @tedcruz @nytimes","http://t.co/1DaMc9GL8g http://t.co/Q78vrFPUTC","NA","NA",0,"tedcruz","7/10/15 21:53"
